Wall time,Step,Value
1749130130.4035454,500,16.27728271484375
1749130301.2519555,1500,15.282181739807129
1749130318.3677268,1600,14.9864501953125
1749130367.201309,1900,17.044727325439453
1749130384.2672546,2000,17.004703521728516
1749130433.4363313,2300,16.131994247436523
1749130503.0497496,2700,18.029401779174805
1749130517.7109194,2800,17.79853057861328
1749130733.5323362,4100,21.95167350769043
1749130847.3610084,4800,30.220684051513672
1749130863.990635,4900,31.83477020263672
1749130880.978582,5000,34.48865509033203
1749130960.4417682,5500,37.099090576171875
1749131092.9465253,6300,57.86642074584961
1749131109.586274,6400,54.16962814331055
1749131157.809146,6700,58.799503326416016
1749131174.7081177,6800,51.38607406616211
1749131223.1533527,7100,38.048885345458984
1749131239.9833372,7200,58.36072540283203
1749131336.676145,7800,51.79106903076172
1749131418.8175678,8300,69.60810852050781
1749131533.473089,9000,72.3296890258789
1749131697.2620296,10000,20.073434829711914
1749131762.685801,10400,60.0270881652832
1749131811.0883555,10700,62.23106384277344
1749131827.5635707,10800,100.4090576171875
1749131972.9865363,11700,118.9009017944336
1749132053.734387,12200,124.00787353515625
1749132117.8409038,12600,128.96514892578125
1749132134.649913,12700,129.3059844970703
1749132165.3753085,12900,132.29318237304688
1749132198.5109763,13100,136.64910888671875
1749132296.5626357,13700,141.0434112548828
1749132310.761266,13800,142.17051696777344
1749132424.3290725,14500,147.6946563720703
1749132455.3047454,14700,147.1781463623047
1749132472.0880806,14800,146.76687622070312
1749132519.4206307,15100,148.274658203125
1749132634.2997563,15800,152.2838897705078
1749132681.768312,16100,152.2401885986328
1749132715.261606,16300,156.70582580566406
1749132745.9489417,16500,158.89466857910156
1749132843.5147235,17100,154.79290771484375
1749132860.2444646,17200,160.8184051513672
1749132876.8533607,17300,155.5509490966797
1749132958.241691,17800,161.7522430419922
1749133069.7493145,18500,161.90243530273438
1749133086.342696,18600,163.6333770751953
1749133103.2183259,18700,161.19793701171875
1749133167.3625817,19100,155.01034545898438
1749133183.958189,19200,159.24098205566406
1749133198.3266466,19300,162.45843505859375
1749133313.2095315,20000,166.201904296875
1749133360.39675,20300,162.88307189941406
1749133377.0863402,20400,163.54983520507812
1749133393.4520817,20500,163.70606994628906
1749133407.9423087,20600,161.74868774414062
1749133441.4277859,20800,165.6932830810547
1749133505.2766905,21200,165.36056518554688
1749133538.7051704,21400,168.03106689453125
1749133569.8206809,21600,170.99539184570312
1749133650.6198897,22100,159.59658813476562
1749133667.2999222,22200,173.0520782470703
1749133714.6533008,22500,168.0303497314453
1749133795.6381724,23000,167.50997924804688
1749133957.832535,24000,176.48776245117188
1749134038.4440126,24500,175.61383056640625
1749134055.159668,24600,173.55833435058594
1749134069.5144506,24700,173.5930633544922
1749134265.3398643,25900,174.4715118408203
1749134282.012236,26000,178.8204345703125
1749134295.9846125,26100,168.32864379882812
1749134474.6097515,27200,182.86996459960938
1749134522.3805704,27500,183.3929901123047
1749134555.8742619,27700,177.61647033691406
1749134586.9806967,27900,178.84632873535156
1749134653.212814,28300,184.29379272460938
1749134701.0401578,28600,185.363525390625
1749134748.8534584,28900,179.57406616210938
1749134782.0424483,29100,173.8285675048828
1749134863.1621208,29600,181.93263244628906
1749134894.2801387,29800,177.1494598388672
1749134911.203973,29900,175.7926483154297
1749135039.242777,30700,182.12466430664062
1749135072.6000862,30900,183.22901916503906
1749135136.9447336,31300,179.7991485595703
1749135201.4756217,31700,188.81141662597656
1749135234.9195454,31900,180.13052368164062
1749135251.3706424,32000,180.84779357910156
1749135298.7414005,32300,186.94615173339844
1749135541.6398733,33800,189.50840759277344
1749135555.8337703,33900,182.4502410888672
1749135636.4934418,34400,188.21852111816406
1749135669.8874452,34600,187.52822875976562
1749135686.5455554,34700,184.01902770996094
1749135781.856201,35300,188.2035675048828
1749135815.3068914,35500,185.7424774169922
1749135880.0162647,35900,186.94650268554688
1749135977.3615487,36500,191.24468994140625
1749135991.693724,36600,192.36087036132812
1749136008.3136878,36700,189.05703735351562
1749136025.0747476,36800,183.90000915527344
1749136203.9210827,37900,195.42721557617188
1749136332.1184216,38700,189.55059814453125
1749136396.3203988,39100,189.544921875
1749136429.899883,39300,189.9067840576172
1749136508.6785638,39800,191.1732177734375
1749136589.733342,40300,191.66737365722656
1749136623.0473423,40500,192.05470275878906
1749136703.988997,41000,188.273681640625
1749136784.904016,41500,194.2070770263672
1749136801.9407299,41600,196.72720336914062
1749136897.2261558,42200,189.2960662841797
1749136913.9784794,42300,188.62020874023438
1749136978.2398164,42700,192.37924194335938
1749137140.1343176,43700,195.2460479736328
1749137156.9906588,43800,198.4439697265625
1749137187.9553492,44000,193.01438903808594
1749137252.2692552,44400,194.79782104492188
1749137268.8142443,44500,198.5582733154297
1749137302.2270334,44700,191.75015258789062
1749137366.5158846,45100,199.31997680664062
1749137397.509785,45300,196.38192749023438
1749137464.2432296,45700,194.48007202148438
1749137542.920654,46200,194.0872344970703
1749137609.9273398,46600,198.2533416748047
1749137624.0123832,46700,195.00747680664062
1749137657.4440541,46900,194.8970947265625
1749137688.243524,47100,195.06698608398438
1749137754.8559701,47500,196.67828369140625
1749137769.1436973,47600,196.1671905517578
1749137850.571245,48100,201.16598510742188
1749137867.078733,48200,199.03489685058594
1749137965.2163308,48800,192.84756469726562
1749137996.1692681,49000,201.07041931152344
1749138076.8025846,49500,202.82106018066406
1749138141.562472,49900,194.06283569335938
1749138320.2977197,51000,201.08404541015625
1749138337.0225801,51100,196.6191864013672
1749138353.9003513,51200,193.52586364746094
1749138367.9752202,51300,197.35459899902344
1749138384.6573348,51400,196.44175720214844
1749138401.3918943,51500,193.32066345214844
1749138449.2952151,51800,196.83340454101562
1749138465.927959,51900,193.7026824951172
1749138482.8764734,52000,199.90492248535156
1749138708.5638046,53400,200.12123107910156
1749138722.9696095,53500,200.22210693359375
1749138756.441344,53700,198.28392028808594
1749138773.1541612,53800,198.96728515625
1749138789.7829883,53900,201.6501922607422
1749138820.8421762,54100,196.4413604736328
1749138854.2093074,54300,200.68417358398438
1749138885.1413736,54500,196.60723876953125
1749138918.3299592,54700,200.37979125976562
1749138982.7780924,55100,196.3011016845703
1749139016.1511452,55300,200.58456420898438
1749139080.4062183,55700,198.91175842285156
1749139175.7736487,56300,203.01055908203125
1749139208.987796,56500,201.62017822265625
1749139273.062969,56900,200.4192352294922
1749139354.2516997,57400,201.2122039794922
1749139533.0779417,58500,203.6703338623047
1749139547.2050357,58600,204.75543212890625
1749139597.1413887,58900,203.21676635742188
1749139628.0395405,59100,205.3037109375
1749139644.8558767,59200,203.90003967285156
1749139692.5034845,59500,202.5283966064453
1749139725.8957067,59700,197.8023223876953
1749139838.3350022,60400,206.82901000976562
1749139919.0230281,60900,199.65484619140625
1749140000.138189,61400,194.66693115234375
1749140017.0324938,61500,203.79672241210938
1749140050.5104473,61700,202.7326202392578
1749140145.663528,62300,196.26930236816406
1749140162.4875097,62400,200.686767578125
1749140209.7117448,62700,199.0187225341797
1749140243.1006737,62900,201.2894287109375
1749140259.9169855,63000,197.54769897460938
1749140324.331292,63400,204.50042724609375
1749140388.7939498,63800,198.54977416992188
1749140486.5311723,64400,210.00653076171875
1749140500.59252,64500,199.2735595703125
1749140581.6906333,65000,200.68075561523438
1749140615.0533724,65200,202.0389404296875
1749140679.773444,65600,207.98077392578125
1749140727.290632,65900,206.1579132080078
1749140760.8751051,66100,204.73672485351562
1749140872.3252363,66800,191.385498046875
1749140922.4211476,67100,200.1155548095703
1749141003.9576006,67600,202.93995666503906
1749141017.9334276,67700,205.4298858642578
1749141084.9718094,68100,200.2948760986328
1749141149.0371723,68500,205.4957275390625
1749141277.6524274,69300,200.98419189453125
1749141308.8621113,69500,204.26571655273438
1749141342.279377,69700,200.3085174560547
1749141359.0969512,69800,202.96466064453125
1749141439.8479037,70300,208.35008239746094
1749141568.056102,71100,203.75965881347656
1749141648.9441373,71600,207.43568420410156
1749141679.8198545,71800,207.4959259033203
1749141730.1019948,72100,202.46197509765625
1749141746.7921507,72200,206.27804565429688
1749141777.614398,72400,209.92822265625
1749141810.8018382,72600,197.45352172851562
1749141824.7708597,72700,212.0350799560547
1749141858.127885,72900,207.22665405273438
1749141874.8989267,73000,209.69786071777344
1749141905.5656142,73200,208.4707489013672
1749141921.9204528,73300,203.47584533691406
1749141938.8055649,73400,208.2421112060547
1749142020.1309195,73900,201.41336059570312
1749142117.6106346,74500,206.5971221923828
1749142438.9391286,76500,208.79058837890625
1749142455.6343396,76600,199.6785888671875
1749142567.1093194,77300,213.34024047851562
1749142617.451969,77600,206.8540802001953
1749142634.1253371,77700,207.53981018066406
1749142665.134902,77900,211.40110778808594
1749142698.6579945,78100,202.66192626953125
1749142729.6143925,78300,208.36720275878906
1749142826.97486,78900,204.90646362304688
1749143084.357779,80500,206.6457061767578
1749143101.2346153,80600,209.05105590820312
1749143117.4445431,80700,203.16891479492188
1749143134.036492,80800,202.28636169433594
1749143181.375398,81100,212.53985595703125
1749143310.230311,81900,208.8911895751953
1749143326.9564111,82000,207.34033203125
1749143472.167569,82900,207.30661010742188
1749143536.0587049,83300,212.06854248046875
1749143552.9689372,83400,214.39749145507812
1749143586.4285042,83600,205.05812072753906
1749143600.496555,83700,209.19346618652344
1749143650.99231,84000,206.69696044921875
1749143667.6960778,84100,210.19696044921875
1749143715.3417392,84400,207.29209899902344
1749143746.2323627,84600,208.88853454589844
1749143843.7372565,85200,208.43092346191406
1749143941.715489,85800,210.33840942382812
1749143989.444098,86100,210.4334259033203
1749144022.761136,86300,214.4767608642578
1749144086.918935,86700,206.0511932373047
1749144151.444906,87100,208.1061553955078
1749144168.057778,87200,209.46400451660156
1749144377.887202,88500,212.1948699951172
1749144408.7747676,88700,219.14242553710938
1749144506.4494195,89300,211.29298400878906
1749144556.8248293,89600,213.20095825195312
1749144587.8535616,89800,211.1756591796875
1749144652.0816505,90200,213.44424438476562
1749144668.954029,90300,212.78163146972656
1749144766.5853705,90900,215.69223022460938
1749144797.5230918,91100,207.2764129638672
1749144814.317875,91200,204.58529663085938
1749144926.0277405,91900,212.86265563964844
1749144976.2042146,92200,207.92222595214844
1749145088.1916595,92900,214.00445556640625
1749145121.6392426,93100,207.2273712158203
1749145138.1913621,93200,211.33302307128906
1749145152.4781718,93300,214.8521270751953
1749145314.4306443,94300,203.1388702392578
1749145428.8281653,95000,211.56298828125
1749145476.6104975,95300,208.98387145996094
1749145524.0890045,95600,211.22999572753906
1749145655.3634675,96400,214.19248962402344
1749145895.9185984,97900,207.83815002441406
1749145912.4120617,98000,213.1967315673828
1749145960.177178,98300,213.3406982421875
1749146026.7418656,98700,213.26303100585938
1749146091.1864276,99100,212.7870330810547
1749146122.1064746,99300,203.71327209472656
1749146155.5792358,99500,211.75823974609375
1749146186.5266938,99700,202.4242401123047
1749146236.8196435,100000,212.28990173339844
1749146284.496916,100300,203.975341796875
1749146301.0853076,100400,209.8860321044922
1749146317.8470533,100500,212.02488708496094
1749146348.646264,100700,208.8795623779297
1749146463.2249436,101400,212.744873046875
1749146494.0416515,101600,213.822265625
1749146608.510777,102300,213.7054443359375
1749146672.8668652,102700,209.8139190673828
1749146703.751034,102900,215.936767578125
1749146818.0326664,103600,211.1393280029297
1749146834.928717,103700,208.34039306640625
1749146849.1932576,103800,213.0052032470703
1749146947.2441034,104400,211.4025421142578
1749146994.4886339,104700,210.7649383544922
1749147156.6640131,105700,206.5369110107422
1749147190.0765288,105900,206.29208374023438
1749147221.0055182,106100,208.7999725341797
1749147254.3374348,106300,211.4665985107422
1749147382.6747994,107100,216.7002410888672
1749147399.6414032,107200,207.16603088378906
1749147416.2255795,107300,203.81520080566406
1749147433.0159774,107400,211.63726806640625
1749147497.2959251,107800,211.4794921875
1749147545.1644514,108100,214.17361450195312
1749147642.4298184,108700,220.3614044189453
1749147658.895522,108800,213.2728271484375
1749147835.3635926,109900,217.4295654296875
1749147899.614607,110300,208.41064453125
1749147933.0954382,110500,216.17079162597656
1749147980.4154966,110800,209.59930419921875
1749148013.7768195,111000,213.67230224609375
1749148044.952585,111200,212.1549072265625
1749148094.9885368,111500,217.32699584960938
1749148207.416012,112200,216.25030517578125
1749148223.8210478,112300,214.74496459960938
1749148271.4949703,112600,220.98727416992188
1749148287.8019626,112700,215.10446166992188
1749148321.1366017,112900,203.28033447265625
1749148335.462366,113000,220.65377807617188
1749148385.7084424,113300,213.7963409423828
1749148416.4267807,113500,211.93214416503906
1749148498.0033555,114000,217.54928588867188
1749148612.0818777,114700,214.9091796875
1749148693.4046218,115200,216.7896728515625
1749148707.4580064,115300,211.87962341308594
1749148869.6716,116300,210.15298461914062
1749148902.9447346,116500,211.9043426513672
1749148950.21753,116800,209.9792938232422
1749149061.856637,117500,213.84461975097656
1749149095.3332262,117700,220.50271606445312
1749149112.0862195,117800,214.3502960205078
1749149128.7594311,117900,205.739013671875
1749149193.198875,118300,214.50743103027344
1749149224.1732786,118500,218.78048706054688
1749149304.6108263,119000,219.56248474121094
1749149369.1084242,119400,215.11502075195312
1749149385.818479,119500,214.08505249023438
1749149433.2357533,119800,215.08804321289062
1749149578.3121316,120700,217.19668579101562
1749149709.7036326,121500,208.06993103027344
1749149774.1883368,121900,218.72280883789062
1749149855.2254477,122400,214.0000762939453
1749149886.1283674,122600,219.69039916992188
1749149950.3530364,123000,210.6766815185547
1749150193.4961917,124500,214.56105041503906
1749150226.7971556,124700,213.7603302001953
1749150274.4512117,125000,219.3314666748047
1749150291.3589125,125100,214.65565490722656
1749150307.861346,125200,215.75579833984375
1749150321.9284077,125300,212.8363494873047
1749150355.3853364,125500,214.31930541992188
1749150403.2538795,125800,215.02427673339844
1749150453.1340904,126100,218.13124084472656
1749150467.4603658,126200,222.01161193847656
1749150565.2789302,126800,217.0839080810547
1749150629.6028001,127200,217.1912841796875
1749150710.5411482,127700,222.2191619873047
1749150744.1070158,127900,216.45599365234375
1749150808.3393059,128300,214.84129333496094
1749150856.348969,128600,222.31190490722656
1749150937.397175,129100,215.9724884033203
1749150984.6647673,129400,222.9130096435547
1749151066.0775561,129900,222.53390502929688
1749151082.8235683,130000,221.64707946777344
1749151130.5918832,130300,218.92868041992188
1749151197.4264598,130700,220.79454040527344
1749151261.8669834,131100,216.50241088867188
1749151343.0508869,131600,217.11412048339844
1749151424.290113,132100,216.43019104003906
1749151455.4953375,132300,211.6654510498047
1749151502.9977598,132600,215.82298278808594
1749151519.848429,132700,220.7298126220703
1749151665.5171607,133600,224.96580505371094
1749151827.9980383,134600,208.99681091308594
1749151875.8374722,134900,216.5599822998047
1749151973.6545115,135500,220.39273071289062
1749152071.774283,136100,220.10716247558594
1749152135.8532681,136500,215.64950561523438
1749152200.5073621,136900,214.15321350097656
1749152315.1549594,137600,217.62823486328125
1749152329.5433369,137700,218.64822387695312
1749152394.0199378,138100,210.841796875
1749152491.4612186,138700,221.10040283203125
1749152555.8929513,139100,225.04244995117188
1749152606.1104865,139400,218.49996948242188
1749152670.907684,139800,215.9883270263672
1749152992.8745787,141800,219.2868194580078
1749153057.1220965,142200,213.36827087402344
1749153219.1912336,143200,223.7624053955078
1749153300.5885055,143700,218.53700256347656
1749153334.017119,143900,221.6970977783203
1749153350.8104093,144000,214.11839294433594
1749153365.0233634,144100,214.61489868164062
1749153381.8022244,144200,223.03077697753906
1749153510.5370452,145000,224.9141845703125
1749153643.6881433,145800,220.2270965576172
1749153660.5140111,145900,216.70372009277344
1749153699.6602123,146100,221.9915313720703
1749153719.0061145,146200,218.60763549804688
1749153944.8565052,147400,224.851318359375
1749153964.2802017,147500,224.24740600585938
1749154000.8396904,147700,211.72817993164062
1749154210.0605822,148800,215.8324737548828
1749154265.5613878,149100,224.96363830566406
1749154341.197995,149500,224.16195678710938
1749154418.9661872,149900,215.94183349609375
1749154494.522752,150300,219.86920166015625
1749154625.7417939,151000,214.9353790283203
1749154645.208828,151100,220.89471435546875
1749154664.6486657,151200,213.12570190429688
1749154701.1410096,151400,214.89720153808594
1749154759.6448915,151700,213.19122314453125
1749154985.9724953,152900,223.837890625
1749155099.9075375,153500,220.97869873046875
1749155155.9132795,153800,225.1791229248047
1749155175.344204,153900,227.6212921142578
1749155230.9212525,154200,221.35397338867188
1749155365.1300464,154900,214.19200134277344
1749155420.5811257,155200,214.45684814453125
1749155439.8079994,155300,219.14370727539062
1749155629.8933108,156300,222.6034698486328
1749155685.9226952,156600,216.65736389160156
1749155705.430354,156700,217.54949951171875
1749155741.9302385,156900,221.09068298339844
1749155816.8014162,157300,220.37913513183594
1749155836.390931,157400,215.3701934814453
1749155894.9319766,157700,210.80792236328125
1749155970.1565342,158100,228.94497680664062
1749156064.7934043,158600,230.8541259765625
1749156251.7563152,159600,225.73666381835938
1749156271.3063629,159700,224.55860900878906
1749156366.0753372,160200,218.96942138671875
1749156405.1730442,160400,215.15245056152344
1749156555.4508,161200,228.4627685546875
1749156857.4791093,162800,214.46234130859375
1749157009.8615232,163600,218.3162841796875
1749157046.4602664,163800,223.84185791015625
1749157104.9364152,164100,224.751220703125
1749157216.9002604,164700,213.6510772705078
1749157236.3218567,164800,224.593017578125
1749157367.3152542,165500,220.34730529785156
1749157520.637803,166300,222.85751342773438
1749157595.6697757,166700,226.7750244140625
1749157670.673383,167100,219.90892028808594
1749157746.0029843,167500,211.49044799804688
1749157801.9228258,167800,225.19435119628906
1749157840.7958355,168000,218.51345825195312
1749157955.280579,168600,226.0635986328125
1749157972.1819193,168700,221.14895629882812
1749157991.5542803,168800,221.55465698242188
1749158010.9129748,168900,225.9601593017578
1749158124.7234395,169500,226.3204345703125
1749158143.936627,169600,223.2079620361328
1749158275.632922,170300,226.67715454101562
1749158314.7992716,170500,226.3887481689453
1749158370.8093412,170800,220.2033233642578
1749158406.7051916,171000,218.27684020996094
1749158426.165298,171100,223.8781280517578
1749158445.549393,171200,222.2417755126953
1749158576.400146,171900,227.7889404296875
1749158654.408218,172300,225.84246826171875
1749158671.7363205,172400,227.0604705810547
1749158710.613765,172600,218.54698181152344
1749158804.8348577,173100,226.36351013183594
1749158955.219259,173900,220.427978515625
1749158975.1039102,174000,222.32627868652344
1749159050.314711,174400,225.39694213867188
1749159089.1318223,174600,217.2021942138672
1749159181.4156048,175100,216.85049438476562
1749159239.5402515,175400,219.28358459472656
1749159258.8524466,175500,219.22276306152344
1749159465.554371,176600,218.9091339111328
1749159654.7183278,177600,225.81715393066406
1749159693.7887263,177800,224.0857391357422
1749159749.9984298,178100,213.63023376464844
1749159825.2878287,178500,217.09378051757812
1749159844.7946823,178600,229.65309143066406
1749159864.3438246,178700,215.6675567626953
1749159920.1337206,179000,212.7341766357422
1749159975.9584925,179300,227.93634033203125
1749160051.3784587,179700,219.32215881347656
1749160129.4968305,180100,221.21018981933594
1749160486.7687945,182000,210.13926696777344
1749160564.892492,182400,211.6122589111328
1749160640.146459,182800,208.31484985351562
1749160695.9547918,183100,219.1262969970703
1749160734.8475368,183300,223.22860717773438
1749160809.8346312,183700,224.3083953857422
1749160846.295875,183900,217.77638244628906
1749161017.148239,184800,218.96665954589844
1749161092.5032752,185200,215.0305938720703
1749161261.9727821,186100,227.26670837402344
1749161357.0674462,186600,222.02667236328125
1749161376.6229842,186700,213.8042755126953
1749161396.1004949,186800,222.68353271484375
1749161641.0830512,188100,223.5550994873047
1749161697.5273902,188400,227.73095703125
1749161755.8924289,188700,220.4120635986328
1749161792.5355904,188900,225.5501251220703
1749161925.5879183,189600,224.27041625976562
1749162001.3625212,190000,226.4370574951172
1749162057.29885,190300,224.16812133789062
1749162171.730935,190900,223.54730224609375
1749162191.123333,191000,219.205078125
1749162208.2328897,191100,223.9125518798828
1749162266.2319696,191400,220.6337127685547
1749162360.6771843,191900,230.1724090576172
1749162472.5544267,192500,229.32101440429688
1749162492.1342936,192600,228.0723876953125
1749162681.1428447,193600,221.10711669921875
1749162700.6556594,193700,222.25067138671875
1749162775.9489884,194100,232.87338256835938
1749162795.3131018,194200,230.41819763183594
1749162871.0741956,194600,227.34104919433594
1749162907.5144913,194800,229.68943786621094
1749163021.3332314,195400,232.06546020507812
1749163076.9602995,195700,229.3944854736328
1749163154.6243954,196100,231.70896911621094
1749163171.725112,196200,228.1591033935547
1749163210.7223992,196400,230.40756225585938
1749163230.1949275,196500,231.72113037109375
1749163266.6448991,196700,217.5126495361328
1749163475.0474083,197800,228.06739807128906
1749163511.6656525,198000,235.88084411621094
1749163664.4130177,198800,235.55784606933594
1749163681.6727657,198900,230.0343780517578
1749163739.7392058,199200,228.09080505371094
1749164304.2388287,202200,231.7030487060547
1749164399.5235248,202700,228.6271209716797
1749164494.4961162,203200,231.57606506347656
1749164569.3127465,203600,224.83082580566406
1749164588.718825,203700,223.37896728515625
1749164719.5659225,204400,235.87745666503906
1749164797.2410023,204800,227.70680236816406
1749164927.8626473,205500,230.8518524169922
1749164947.272453,205600,230.31472778320312
1749165172.6334782,206800,229.43026733398438
1749165192.176474,206900,226.98129272460938
1749165228.5961158,207100,234.14276123046875
1749165306.0140758,207500,233.6422119140625
1749165400.5272782,208000,232.87454223632812
1749165550.939748,208800,229.63961791992188
1749165587.497639,209000,229.6238250732422
1749165739.9105518,209800,227.12295532226562
1749165756.8904305,209900,229.5833740234375
1749165795.63948,210100,233.31455993652344
1749165851.4651906,210400,232.160400390625
1749165890.314396,210600,229.90896606445312
1749165965.7806072,211000,232.47320556640625
1749165984.996823,211100,226.6629638671875
1749166060.023124,211500,231.48126220703125
1749166079.3315427,211600,228.3166961669922
1749166154.4488704,212000,235.24061584472656
1749166174.049969,212100,228.52926635742188
1749166229.727167,212400,229.07176208496094
1749166249.0546312,212500,229.74717712402344
1749166305.182876,212800,227.17684936523438
1749166474.5949595,213700,224.468017578125
1749166529.9499128,214000,231.0889892578125
1749166719.9477394,215000,232.42955017089844
1749166908.7027972,216000,232.44549560546875
1749166964.5598288,216300,236.2622528076172
1749167098.3721583,217000,235.8155975341797
1749167229.2617867,217700,237.74659729003906
1749167437.9280717,218800,229.9811248779297
1749167474.3332455,219000,234.4661102294922
1749167569.203496,219500,228.6356658935547
1749167663.5743275,220000,234.0904541015625
1749167702.3047817,220200,230.06675720214844
1749167738.7990043,220400,236.25526428222656
1749167853.0556343,221000,234.47097778320312
1749167891.889937,221200,224.74656677246094
1749167947.932787,221500,240.51783752441406
1749167967.2121606,221600,230.37989807128906
1749168078.5564265,222200,233.38873291015625
1749168156.5634246,222600,235.1292724609375
1749168363.3738098,223700,232.01353454589844
1749168421.2554553,224000,225.33682250976562
1749168513.594058,224500,232.4048309326172
1749168761.740341,225800,226.54592895507812
1749168892.8489208,226500,225.84228515625
1749168948.6559548,226800,226.9737091064453
1749169213.352879,228200,229.7915802001953
1749169422.4942489,229300,231.8396759033203
1749169572.672142,230100,226.3563232421875
1749169667.2204285,230600,225.69125366210938
1749169686.710853,230700,225.54664611816406
1749169781.3387122,231200,237.94813537597656
1749169875.9258358,231700,227.66664123535156
1749169931.5814338,232000,223.54248046875
1749170026.2811377,232500,227.4916534423828
1749170176.8617759,233300,238.8057098388672
1749170235.0552902,233600,235.101318359375
1749170327.4712713,234100,233.20680236816406
1749170366.2894187,234300,235.9877471923828
1749170385.7929425,234400,236.6117401123047
1749170405.0361156,234500,230.73623657226562
1749170441.7206476,234700,222.50595092773438
1749170555.9102921,235300,232.63015747070312
1749170650.7396526,235800,237.15667724609375
1749170687.2250535,236000,231.15420532226562
1749170952.2272758,237400,225.1553192138672
1749171047.0060117,237900,236.30532836914062
1749171161.2340407,238500,231.715087890625
1749171255.846908,239000,233.95408630371094
1749171292.4035866,239200,235.80418395996094
1749171331.2347846,239400,230.30496215820312
1749171350.6812816,239500,236.2093505859375
1749171406.5555415,239800,235.11721801757812
1749171425.8645701,239900,238.31846618652344
1749171992.0152216,242900,233.79835510253906
1749172050.454523,243200,226.42503356933594
1749172125.9595773,243600,222.37295532226562
1749172142.907343,243700,236.8694610595703
1749172201.2955391,244000,235.2647705078125
1749172237.7048156,244200,227.42578125
1749172257.2423167,244300,230.0810089111328
1749172483.7717812,245500,222.78016662597656
1749172637.0493019,246300,233.4407501220703
1749172673.611967,246500,232.4798126220703
1749172693.0684562,246600,232.3634033203125
1749172768.4810448,247000,231.79672241210938
1749172844.093275,247400,232.03477478027344
1749172919.1739783,247800,235.4193878173828
1749173053.395561,248500,225.53492736816406
1749173072.7076428,248600,235.77772521972656
1749173147.9234161,249000,228.41404724121094
1749173223.2311165,249400,235.97337341308594
1749173318.0558589,249900,234.37542724609375
1749173354.7414725,250100,235.23728942871094
1749173413.0063708,250400,224.15719604492188
1749173449.6171145,250600,231.31439208984375
1749173468.8461897,250700,237.7450714111328
1749173507.7470453,250900,227.49600219726562
1749173602.6366262,251400,228.48683166503906
1749173677.6419997,251800,234.69363403320312
1749173694.9405224,251900,228.4507598876953
1749173714.400346,252000,229.0701446533203
1749173753.1062486,252200,237.49424743652344
1749173789.422587,252400,228.5258026123047
1749173884.222538,252900,227.9058837890625
1749173923.3176308,253100,235.1233367919922
1749174073.95605,253900,239.42616271972656
1749174168.6291246,254400,235.56927490234375
1749174584.2149346,256600,232.80352783203125
1749174603.4087443,256700,234.77525329589844
1749174642.0994961,256900,227.19944763183594
1749174773.2649362,257600,240.92819213867188
1749174811.8205507,257800,240.43185424804688
1749174829.0010912,257900,232.46514892578125
1749174923.5496197,258400,238.35775756835938
1749174943.031522,258500,236.83920288085938
1749174962.3527937,258600,238.68655395507812
1749175017.9628072,258900,239.18240356445312
1749175037.478528,259000,231.52027893066406
1749175093.5812109,259300,238.0720977783203
1749175227.1354423,260000,237.05047607421875
1749175263.2935495,260200,236.4635772705078
1749175301.9388657,260400,237.17210388183594
1749175357.7551198,260700,234.47007751464844
1749175566.659952,261800,237.64524841308594
1749175586.2491956,261900,235.81187438964844
1749175603.184321,262000,233.6642608642578
1749175755.7858872,262800,233.52279663085938
1749175772.7912743,262900,233.78285217285156
1749175867.6639512,263400,240.33892822265625
