Wall time,Step,Value
1749217412.954645,500,14.08951473236084
1749217597.2330248,1500,12.526107788085938
1749217617.5894952,1600,12.784464836120605
1749217671.6429968,1900,12.920992851257324
1749217690.246218,2000,13.101771354675293
1749217820.583331,2700,16.07636833190918
1749217836.926631,2800,17.882761001586914
1749218072.7514145,4100,17.92770004272461
1749218192.6519158,4800,19.013141632080078
1749218209.7032242,4900,18.243703842163086
1749218227.317544,5000,20.19525909423828
1749218308.1342356,5500,21.355859756469727
1749218443.3996382,6300,18.810474395751953
1749218460.4843786,6400,15.801543235778809
1749218508.8465338,6700,20.01749038696289
1749218525.8907182,6800,21.767976760864258
1749218574.2039618,7100,22.15024185180664
1749218591.1779335,7200,22.469463348388672
1749218688.0280166,7800,21.369579315185547
1749218770.2002096,8300,30.820531845092773
1749218885.0661478,9000,35.029850006103516
1749219047.019303,10000,57.693824768066406
1749219111.5713315,10400,64.71661376953125
1749219175.8265002,10800,63.15215301513672
1749219401.5060325,12200,77.56117248535156
1749219465.4269164,12600,78.75526428222656
1749219482.0065954,12700,81.65731811523438
1749219512.750415,12900,79.83509826660156
1749219546.074458,13100,82.2035903930664
1749219643.2873385,13700,83.98423767089844
1749219771.5002258,14500,94.93479919433594
1749219802.1256511,14700,97.31427764892578
1749219818.7233784,14800,92.20124816894531
1749219866.3239949,15100,98.6966552734375
1749219979.5036526,15800,104.67774200439453
1749220026.612041,16100,103.4787368774414
1749220059.745684,16300,112.42527770996094
1749220090.487477,16500,111.62517547607422
1749220203.979263,17200,112.42461395263672
1749220220.4873846,17300,109.68122863769531
1749220300.7323174,17800,114.18806457519531
1749220411.8506553,18500,108.3381118774414
1749220428.5082452,18600,115.96467590332031
1749220445.024207,18700,114.4229736328125
1749220525.5233378,19200,121.09569549560547
1749220539.443316,19300,116.06340789794922
1749220716.8473475,20400,118.57091522216797
1749220747.6745856,20600,125.2776870727539
1749220844.9181638,21200,117.85211944580078
1749220877.9150841,21400,122.2942886352539
1749220908.46443,21600,125.24151611328125
1749221052.7299497,22500,125.10652923583984
1749221133.2211156,23000,123.63866424560547
1749221373.8739939,24500,132.52615356445312
1749221390.5409977,24600,127.26832580566406
1749221598.033483,25900,133.06478881835938
1749221614.5707579,26000,130.66912841796875
1749221628.5300534,26100,134.74032592773438
1749221805.9009173,27200,132.64276123046875
1749221852.9442296,27500,132.21319580078125
1749221916.3177898,27900,135.50030517578125
1749221982.3904893,28300,138.2338104248047
1749222029.7763038,28600,137.8883056640625
1749222076.9015331,28900,132.39651489257812
1749222109.9507031,29100,134.64682006835938
1749222190.0517533,29600,135.936767578125
1749222220.512492,29800,135.37278747558594
1749222237.042209,29900,134.7288360595703
1749222397.4876974,30900,141.7742156982422
1749222461.1340835,31300,134.9067840576172
1749222524.8219938,31700,132.92276000976562
1749222557.8312798,31900,139.57763671875
1749222574.2924223,32000,140.33792114257812
1749222621.1194072,32300,138.1522979736328
1749222861.8437448,33800,138.59173583984375
1749222988.8644497,34600,137.8075408935547
1749223005.3319955,34700,137.65792846679688
1749223196.214699,35900,139.58853149414062
1749223292.8014956,36500,138.6459503173828
1749223306.962225,36600,139.42323303222656
1749223323.4819918,36700,139.31784057617188
1749223516.5762606,37900,136.85426330566406
1749223643.6856678,38700,141.8478546142578
1749223707.2794168,39100,142.9688720703125
1749223740.307637,39300,141.07142639160156
1749223817.8456628,39800,140.49110412597656
1749223897.8463054,40300,143.34957885742188
1749223930.9540405,40500,144.20762634277344
1749224107.9153297,41600,146.9010009765625
1749224201.5647976,42200,143.33413696289062
1749224218.0914762,42300,147.3404083251953
1749224442.1473932,43700,142.01759338378906
1749224458.5826924,43800,145.06871032714844
1749224489.0798924,44000,143.0000762939453
1749224552.456321,44400,145.62095642089844
1749224568.9671009,44500,145.1720733642578
1749224602.243796,44700,145.06686401367188
1749224696.7201555,45300,145.6058807373047
1749224762.662215,45700,148.38111877441406
